index,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
127,1293,20,RM,6120,Reg,Lvl,Inside,BrkSide,2fmCon,1Story,4,5,2004,1950,Gable,MetalSd,MetalSd,Gd,PConc,1589.774448,167.388522,1255.655141,Ex,Y,SBrkr,768,0,1040,1.00199971,2,0,2,1,Gd,7,0,1.998005931,378.4381878,Y,0,0,6,2008,WD ,Normal,115000
128,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.7955773,488.4176093,622.9658068,Ex,Y,SBrkr,864,0,864,1.001999057,2,0,3,1,TA,5,0,1.998002236,378.8442277,Y,0,0,7,2007,WD ,Normal,158000
129,632,20,RL,6240,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1968,1950,Gable,VinylSd,HdBoard,TA,CBlock,586.1547865,489.0428333,609.3294369,Ex,Y,SBrkr,864,0,864,0.001998118,1,0,3,1,TA,5,0,0.998003428,188.2804108,Y,0,0,7,2008,WD ,Normal,110000
131,326,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1976,1950,Gable,VinylSd,VinylSd,TA,CBlock,1551.036985,195.3129733,645.46909,TA,Y,SBrkr,1040,0,1525,0.001999033,2,0,3,1,TA,7,1,1.998005752,371.7324897,Y,0,0,7,2008,WD ,Normal,115000
132,754,90,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,2004,2005,Gable,VinylSd,VinylSd,TA,CBlock,606.782732,1835.02573,1339.357955,TA,Y,SBrkr,672,0,1040,0.001999988,2,0,3,1,TA,6,0,1.998001516,405.6415191,Y,0,0,11,2006,WD ,Normal,170000
136,1879,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,2007,1950,Gable,HdBoard,HdBoard,TA,BrkTil,0.001081804,136.9714776,-157.3733782,TA,Y,SBrkr,930,0,1092,0.001999688,1,0,3,1,TA,7,0,1.998000752,393.8064411,Y,0,0,6,2006,WD ,Normal,135000
139,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,558.4023428,490.2860739,621.6020445,Ex,Y,SBrkr,930,0,2358,1.001999032,2,0,3,1,TA,5,0,1.998003559,379.5059539,Y,0,0,7,2007,WD ,Normal,158000
140,2284,50,RL,7692,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,586.978888,186.70605,608.713604,TA,Y,SBrkr,864,0,1040,0.00199938,1,0,3,1,TA,5,0,0.998007472,197.1700668,Y,0,0,7,2008,WD ,Normal,115000
141,2284,160,RM,8400,Reg,Lvl,Inside,MeadowV,1Fam,2Story,6,5,2005,1950,Gable,MetalSd,MetalSd,TA,CBlock,564.1733444,487.1605805,553.4488583,TA,Y,SBrkr,672,0,1092,0.001999905,1,0,3,1,TA,5,0,1.998001498,372.8567736,Y,0,0,7,2006,WD ,Normal,135000
143,2163,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1968,1963,Gable,VinylSd,VinylSd,TA,CBlock,0.000689558,1747.856648,1237.968391,TA,Y,SBrkr,894,0,1092,0.001999862,1,0,3,1,TA,6,0,1.998001888,391.5329439,Y,0,0,6,2009,WD ,Normal,140000
145,27,190,RL,1680,Reg,Lvl,Inside,NAmes,2fmCon,1Story,6,5,2004,1950,Gable,HdBoard,HdBoard,TA,CBlock,955.8044747,523.0835798,576.1200993,TA,N,SBrkr,1208,0,1728,1.001999364,2,0,2,1,TA,5,0,1.99800138,380.215165,Y,0,0,6,2006,WD ,Normal,130000
146,1293,160,RM,8064,Reg,Lvl,Inside,MeadowV,1Fam,2Story,6,5,1970,1950,Gable,HdBoard,HdBoard,TA,BrkTil,0.000986372,491.598845,553.4792601,TA,Y,SBrkr,546,0,1092,0.001999589,1,1,3,1,TA,7,0,0.998004018,188.8026711,Y,0,0,7,2006,WD ,Normal,140000
147,378,60,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1994,1950,Gable,VinylSd,VinylSd,Gd,PConc,0.000861218,1758.699799,1193.776154,Ex,Y,SBrkr,864,0,864,0.001999645,2,0,3,1,Gd,9,1,2.998007868,601.5393861,Y,0,0,9,2006,WD ,Normal,145000
150,1293,60,RL,1680,Reg,Lvl,Inside,NridgHt,1Fam,1Story,4,3,1976,1950,Gable,Stucco,VinylSd,TA,PConc,0.001239687,126.5875791,-146.3675148,Ex,Y,SBrkr,672,0,1092,0.001999864,2,0,3,1,TA,6,0,-0.001998195,-0.001784097,Y,0,0,2,2009,WD ,Normal,108000
151,641,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1968,1963,Hip,MetalSd,MetalSd,TA,CBlock,497.7845764,475.5311804,1309.182644,Ex,Y,SBrkr,930,0,1416,0.001999602,1,0,3,1,TA,6,1,1.998001762,381.2691142,Y,0,0,6,2008,WD ,Normal,140000
152,1464,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001051658,755.893436,559.9186845,Ex,Y,SBrkr,672,0,1456,0.001999935,2,1,3,1,Gd,7,1,1.998003429,377.6439503,Y,0,0,7,2007,WD ,Normal,181000
153,326,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1968,2008,Gable,VinylSd,VinylSd,TA,CBlock,910.4573437,169.3502698,617.8834884,TA,Y,SBrkr,864,0,864,1.001999477,1,1,3,1,TA,6,0,1.998002741,405.9807055,Y,0,0,6,2009,WD ,Normal,155000
155,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.4397985,489.3710449,621.4642267,Ex,Y,SBrkr,941,0,848,1.001999085,2,0,3,1,TA,5,0,1.998002856,379.5447987,Y,0,0,7,2007,WD ,Normal,158000
157,1293,120,RL,1680,Reg,Lvl,Inside,Blmngtn,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,TA,PConc,482.6775241,531.9787984,1179.490609,Ex,Y,SBrkr,1728,0,1728,0.001999983,1,0,2,1,Gd,6,0,1.998004533,396.828137,Y,0,0,5,2008,WD ,Normal,140000
160,2163,120,FV,4923,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2006,2004,Gable,VinylSd,VinylSd,Gd,PConc,532.9474237,1731.431415,1205.580237,Ex,Y,SBrkr,1617,0,1728,0.00199995,2,0,3,1,Gd,6,0,1.99800093,400.783499,Y,0,0,6,2007,WD ,Normal,290000
163,1293,60,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,6,2007,2007,Gable,VinylSd,VinylSd,TA,PConc,0.00110009,801.5156991,558.3969674,TA,Y,SBrkr,672,0,1092,0.001999558,2,1,3,1,TA,7,1,1.998003762,375.4055311,Y,0,0,7,2007,WD ,Normal,181000
164,208,60,RL,7692,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,5,1946,1950,Gable,MetalSd,MetalSd,TA,CBlock,546.7010522,545.489248,563.9903765,TA,Y,SBrkr,864,0,987,0.001999292,2,1,4,1,TA,7,1,0.998005038,370.6524328,Y,0,0,6,2008,WD ,Normal,130000
165,1464,60,RL,9150,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,926.7495815,156.3263642,573.558102,Ex,Y,SBrkr,864,0,1456,1.001999595,2,0,3,1,Gd,7,1,1.998001086,376.4711016,Y,0,0,6,2007,WD ,Normal,155000
166,2284,20,RM,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1910,1950,Gable,VinylSd,VinylSd,TA,CBlock,552.6524221,509.9926705,547.2365686,Ex,Y,SBrkr,672,0,1092,0.001999954,1,0,3,1,TA,6,0,0.998002707,386.1589813,Y,0,0,8,2008,WD ,Normal,115000
168,326,80,RL,8400,IR1,Lvl,Inside,NWAmes,1Fam,SLvl,6,5,1976,2006,Gable,Plywood,Plywood,TA,CBlock,0.001440551,424.9947304,583.3451468,TA,Y,SBrkr,864,0,864,0.001998278,2,0,3,1,TA,6,1,1.998002341,388.652926,Y,0,0,7,2006,WD ,Normal,255000
169,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,551.7601809,490.5822966,622.1194548,Ex,Y,SBrkr,941,0,1733,1.001999043,2,0,3,1,TA,5,0,1.998003517,380.2524656,Y,0,0,7,2007,WD ,Normal,158000
171,1027,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.5108476,489.021474,623.2901301,Ex,Y,SBrkr,941,0,1733,1.001999104,2,0,3,1,TA,5,0,1.998002643,378.7319422,Y,0,0,7,2007,WD ,Normal,158000
172,378,60,RL,9000,IR1,Lvl,Corner,NridgHt,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000466269,1091.833597,580.3451091,Ex,Y,SBrkr,864,0,1456,0.001999934,2,0,3,1,Gd,7,1,2.998005424,597.0509816,Y,0,0,5,2007,WD ,Normal,158000
174,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.198306,488.8102122,622.4239777,Ex,Y,SBrkr,941,0,2358,1.001999075,2,0,3,1,TA,5,0,1.998003627,379.1788441,Y,0,0,7,2007,WD ,Normal,158000
175,754,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1946,1972,Gable,HdBoard,HdBoard,TA,CBlock,497.6162333,1801.528566,1255.659093,Ex,Y,SBrkr,1040,0,1728,0.001999989,2,0,3,1,TA,6,0,1.998001383,373.4370169,Y,0,0,5,2008,WD ,Normal,170000
176,2163,20,RL,9600,IR1,Lvl,Inside,Crawfor,1Fam,1Story,6,5,2008,2006,Hip,Plywood,VinylSd,TA,CBlock,993.610675,511.9004568,1242.302905,TA,Y,SBrkr,1478,0,2100,0.001999875,2,0,2,1,TA,5,1,1.99800275,378.3445926,Y,0,0,6,2007,WD ,Normal,140000
178,2284,70,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,5,1910,1950,Gable,VinylSd,VinylSd,TA,CBlock,0.001191201,447.5423991,544.2674563,Ex,Y,SBrkr,816,0,1092,0.001999827,1,0,3,1,TA,6,0,0.998001129,188.0998172,Y,0,0,7,2008,WD ,Normal,135000
179,1464,60,RL,9000,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,2003,Gable,VinylSd,VinylSd,Gd,PConc,0.001003403,472.4341159,574.0786347,Ex,Y,SBrkr,1440,0,1456,0.00199968,2,1,3,1,Gd,7,1,1.99800133,-0.001478331,Y,0,0,6,2007,WD ,Normal,130000
180,2043,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,2005,2006,Hip,MetalSd,VinylSd,TA,PConc,0.000807184,1130.054724,595.8798157,Ex,Y,SBrkr,910,0,1456,0.001999527,2,0,3,1,Gd,7,1,1.998000892,375.4320762,Y,0,0,6,2007,WD ,Normal,181000
181,2163,20,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000999376,1126.507008,879.7409901,Ex,Y,SBrkr,899,0,864,0.00199971,2,0,3,1,Gd,6,0,2.998007712,629.5410787,Y,0,0,6,2006,WD ,Normal,145000
183,754,60,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,2006,2005,Gable,VinylSd,VinylSd,Gd,PConc,0.00086399,469.9156397,583.7595163,Ex,Y,SBrkr,728,0,1456,1.001999515,2,1,3,1,Gd,7,1,2.998006849,591.6075435,Y,0,0,6,2007,WD ,Normal,154000
184,1464,60,RL,11100,IR1,Lvl,Inside,NridgHt,1Fam,2Story,5,5,1958,2004,Gable,MetalSd,MetalSd,Gd,PConc,0.000534305,1116.734444,574.2422548,TA,Y,SBrkr,864,0,1680,0.001998768,2,0,3,1,Gd,7,1,2.998007777,601.7903344,Y,0,0,7,2008,WD ,Normal,173000
186,228,60,RL,7875,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,Gd,PConc,0.000633953,189.0458343,568.3255134,Ex,Y,SBrkr,728,0,1456,0.001997646,2,1,3,1,TA,7,1,1.998001864,370.4170348,Y,0,0,7,2006,WD ,Normal,173000
187,326,120,RM,6120,Reg,Lvl,Inside,Blmngtn,1Fam,1Story,5,5,1993,2007,Gable,HdBoard,HdBoard,TA,PConc,1615.180634,179.3544598,1222.824046,Ex,Y,SBrkr,1068,0,1040,0.001998471,2,0,2,1,Gd,5,1,1.998001972,384.374444,Y,0,0,6,2008,WD ,Normal,140000
190,326,20,RL,7692,Reg,Lvl,Inside,Crawfor,1Fam,1Story,5,5,2006,2007,Gable,CemntBd,Wd Sdng,TA,CBlock,1560.14388,173.0440977,1284.191193,TA,Y,SBrkr,1728,0,2784,0.001999071,1,0,3,1,Gd,5,1,1.998004366,390.259895,Y,0,0,7,2008,WD ,Normal,140000
193,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.1322998,488.3151999,622.6359677,Ex,Y,SBrkr,941,0,864,1.001999047,2,0,3,1,TA,5,0,1.998002985,379.2029525,Y,0,0,7,2007,WD ,Normal,158000
194,632,20,RL,6240,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1950,Gable,VinylSd,HdBoard,TA,CBlock,574.6472109,497.8227817,620.5770773,Gd,Y,SBrkr,864,0,864,0.001998282,1,0,3,1,TA,5,0,0.998003848,190.1689188,Y,0,0,7,2008,WD ,Normal,110000
197,1293,60,RL,11100,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,6,2007,2006,Gable,VinylSd,VinylSd,TA,CBlock,547.0061838,477.1102787,557.9293293,TA,Y,SBrkr,672,0,1456,0.001999618,2,1,3,1,TA,7,1,1.998002407,388.0473248,Y,0,0,5,2008,WD ,Normal,130000
198,208,85,RL,7692,Reg,Lvl,Inside,Edwards,1Fam,SFoyer,6,5,1968,2007,Gable,MetalSd,MetalSd,TA,CBlock,563.034971,463.6164127,638.1422357,Gd,Y,SBrkr,864,0,1181,1.001999774,1,0,3,1,TA,6,0,1.99800526,195.9122478,Y,0,0,7,2009,WD ,Normal,140000
199,2447,60,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,0.000924684,483.32598,600.7365699,Ex,Y,SBrkr,941,0,1456,0.001999634,2,1,3,1,TA,5,0,1.998002483,377.4596699,Y,0,0,7,2006,WD ,Normal,158000
200,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.7252588,490.8628383,620.3390607,Ex,Y,SBrkr,941,0,2358,1.001999059,2,0,3,1,TA,5,0,1.998002859,381.014258,Y,0,0,7,2007,WD ,Normal,158000
201,2589,20,RL,6120,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,2006,Gable,VinylSd,HdBoard,TA,CBlock,0.001145553,821.3164564,873.0320189,Ex,Y,SBrkr,864,0,864,0.001998386,1,0,3,1,TA,5,0,1.998002411,194.9208475,Y,0,0,7,2006,WD ,Normal,145000
204,44,20,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,568.3922004,1758.931545,1215.088088,Ex,Y,SBrkr,864,0,864,0.001999853,2,0,3,1,Gd,6,0,1.998003523,619.6894497,Y,0,0,6,2007,WD ,Normal,145000
205,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.7747632,488.8436677,622.0826586,Ex,Y,SBrkr,941,0,2358,1.001999091,2,0,3,1,TA,5,0,1.998003021,379.3497003,Y,0,0,7,2007,WD ,Normal,158000
207,2163,120,FV,4923,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,976.1031414,1156.594781,1190.61741,Ex,Y,SBrkr,1728,0,1728,1.001999429,2,0,3,1,Gd,5,1,1.998000715,414.8974207,Y,0,0,7,2007,WD ,Normal,170000
208,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.9298356,489.2206898,622.2085662,Ex,Y,SBrkr,941,0,1733,1.001999025,2,0,3,1,TA,5,0,1.998003262,379.4741338,Y,0,0,7,2007,WD ,Normal,158000
209,754,120,RL,3907,IR1,Lvl,Inside,Gilbert,TwnhsE,1Story,6,5,2004,2002,Gable,VinylSd,VinylSd,Gd,PConc,586.2175802,1760.826129,1176.312103,Ex,Y,SBrkr,1040,0,1728,0.001999948,2,0,3,1,Gd,6,1,1.998001733,383.7899164,Y,0,0,5,2009,WD ,Normal,170000
210,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.5318831,488.3187221,620.3564679,Ex,Y,SBrkr,941,0,2358,1.001999171,2,0,3,1,TA,5,0,1.99800267,378.2414916,Y,0,0,7,2007,WD ,Normal,158000
211,378,60,RL,9000,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,TA,PConc,0.000685932,777.2509101,566.969604,Ex,Y,SBrkr,728,0,1456,0.001999098,2,1,3,1,TA,7,1,1.998001708,372.8243018,Y,0,0,7,2007,WD ,Normal,181000
212,70,50,RL,1680,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,1955,1950,Gable,VinylSd,VinylSd,TA,BrkTil,519.6994789,830.8133773,600.4568583,TA,Y,SBrkr,864,0,864,0.00199895,1,0,3,1,TA,7,1,1.998001855,383.6596455,Y,0,0,11,2006,WD ,Normal,135000
213,632,20,RL,6120,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1950,2008,Gable,VinylSd,VinylSd,TA,CBlock,559.5675915,187.3940127,612.0903548,TA,Y,SBrkr,864,0,864,0.001999549,1,0,3,1,TA,5,0,0.998001091,187.5319876,Y,0,0,7,2009,WD ,Normal,93500
215,1293,20,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2008,2006,Gable,HdBoard,HdBoard,TA,CBlock,521.3789818,524.3153259,628.8044496,TA,Y,SBrkr,672,0,1092,0.001999171,2,0,3,1,TA,5,0,0.998003206,386.3518215,Y,0,0,5,2006,WD ,Normal,115000
216,754,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1976,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,536.6471765,109.4566163,1231.475394,TA,Y,SBrkr,1382,0,864,0.001999322,2,0,3,1,TA,7,1,1.998007078,398.7621087,Y,0,0,7,2009,WD ,Normal,140000
222,378,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,557.9754544,489.7056618,622.0169562,Ex,Y,SBrkr,930,0,2358,0.00199918,2,0,3,1,TA,6,0,1.998003205,378.3776714,Y,0,0,7,2007,WD ,Normal,158000
225,208,50,RL,9100,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,6,2005,1950,Gable,MetalSd,MetalSd,TA,CBlock,552.8400154,458.1222529,592.1824249,Ex,Y,SBrkr,672,0,1092,0.001999657,1,0,3,1,TA,6,0,0.998003522,189.1889197,Y,0,0,6,2009,WD ,Normal,140000
228,2284,160,RM,1680,Reg,Lvl,Inside,OldTown,Twnhs,2Story,6,5,2005,1950,Gable,MetalSd,MetalSd,TA,CBlock,534.8219388,469.3923049,540.1921745,Gd,Y,SBrkr,1040,0,1092,0.001999906,1,1,3,1,TA,6,0,0.998001672,183.2619852,Y,0,0,5,2006,WD ,Normal,178000
231,754,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001210558,1040.870044,556.6219768,Ex,Y,SBrkr,864,0,1664,0.001999896,2,1,3,1,Gd,7,1,1.998002831,376.7787266,Y,0,0,6,2009,WD ,Normal,181000
232,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,557.0523254,489.6334613,621.5611535,Ex,Y,SBrkr,941,0,2358,1.001999067,2,0,3,1,TA,5,0,1.998003325,379.3195403,Y,0,0,7,2007,WD ,Normal,158000
233,350,20,RL,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,TA,CBlock,0.001119439,164.6175828,570.7242459,Ex,Y,SBrkr,483,0,1040,0.001999664,1,0,3,1,TA,7,1,0.998002434,187.6999511,Y,0,0,7,2007,WD ,Normal,140000
235,641,20,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1968,1950,Gable,VinylSd,VinylSd,TA,CBlock,565.9528202,184.9562352,554.7198632,TA,Y,SBrkr,894,0,1092,0.001999806,1,0,3,1,TA,6,0,1.99800104,378.5079512,Y,0,0,6,2009,WD ,Normal,135000
236,2101,50,RL,7692,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,1920,1950,Gable,HdBoard,HdBoard,TA,BrkTil,507.4651807,755.5795264,588.1678345,TA,Y,SBrkr,864,0,1144,0.001999928,1,0,3,1,TA,6,1,0.998003686,186.0373291,Y,0,0,6,2008,WD ,Normal,115000
237,839,90,RL,1680,Reg,Lvl,Inside,NAmes,Duplex,1Story,5,5,1976,1968,Gable,Plywood,Plywood,TA,CBlock,517.8818055,541.5221044,614.2698054,Gd,Y,SBrkr,864,0,864,0.001999956,2,0,3,1,TA,6,0,1.998001132,385.0846458,Y,0,0,6,2008,WD ,Normal,130000
238,1220,60,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000720565,1115.4301,831.245113,Ex,Y,SBrkr,864,0,1352,0.001999895,2,1,3,1,Gd,7,1,2.998003484,608.6950767,Y,0,0,7,2007,WD ,Normal,145000
239,1464,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1994,1997,Gable,VinylSd,VinylSd,Gd,PConc,571.2699004,146.0296848,570.6559821,Ex,Y,SBrkr,728,0,1456,0.001999786,2,1,3,1,Gd,7,1,1.998001521,369.2113483,Y,0,0,6,2006,WD ,Normal,181000
240,1293,160,FV,2665,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2005,2009,Gable,VinylSd,VinylSd,Gd,PConc,0.000957074,519.0516564,539.1092456,Ex,Y,SBrkr,1040,0,1092,0.001999638,2,1,2,1,Gd,5,0,1.998000504,366.4448121,Y,0,0,5,2008,WD ,Normal,140000
243,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.4147384,488.6621134,622.3724667,Ex,Y,SBrkr,941,0,1733,1.001999056,2,0,3,1,TA,5,0,1.998003061,379.2693956,Y,0,0,7,2007,WD ,Normal,158000
247,754,60,RL,9600,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1994,2003,Gable,VinylSd,VinylSd,TA,PConc,0.000859958,780.8680784,566.2424848,Ex,Y,SBrkr,832,0,1092,0.001999088,2,1,3,1,TA,7,1,1.998001334,360.9121056,Y,0,0,7,2007,WD ,Normal,170000
250,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.4543971,488.9167456,623.0839737,Ex,Y,SBrkr,941,0,848,1.001999039,2,0,3,1,TA,5,0,1.998003345,379.539479,Y,0,0,7,2007,WD ,Normal,158000
251,1464,120,FV,4923,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,6,5,2006,2004,Gable,VinylSd,VinylSd,Gd,PConc,542.4160081,1800.297356,1182.584111,Ex,Y,SBrkr,1838,0,2462,0.001999823,2,0,3,1,Gd,5,1,1.998002484,397.0342319,Y,0,0,7,2007,WD ,Normal,170000
254,754,20,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2003,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001133124,1755.868909,1241.921895,Ex,Y,SBrkr,864,0,1040,0.00199996,2,0,3,1,Gd,6,0,1.998004501,388.4994304,Y,0,0,6,2006,WD ,Normal,145000
255,2163,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,1525.069992,485.7615823,1288.94405,Ex,Y,SBrkr,728,0,1040,1.001996777,2,0,3,1,Gd,7,0,1.998005993,382.2740254,Y,0,0,5,2007,WD ,Normal,115000
256,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,553.7596289,490.9186558,620.6990959,Ex,Y,SBrkr,941,0,2358,1.001999064,2,0,3,1,TA,5,0,1.998002808,379.1491125,Y,0,0,7,2007,WD ,Normal,158000
258,2163,120,RL,9600,IR1,Lvl,Inside,Blmngtn,1Fam,1Story,6,5,2006,2005,Gable,VinylSd,CmentBd,Gd,PConc,548.8108135,1792.620132,1194.739133,Ex,Y,SBrkr,1728,0,1728,0.001999951,2,0,3,1,Gd,5,1,1.998002275,405.1903239,Y,0,0,7,2007,WD ,Normal,170000
259,1293,20,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1950,1950,Gable,Wd Sdng,VinylSd,TA,CBlock,0.001202349,481.3092788,-152.342609,TA,Y,SBrkr,1092,0,1092,0.001999906,2,0,3,1,TA,6,1,1.998001984,365.3473589,Y,0,0,7,2009,WD ,Normal,108000
260,2284,20,RL,8400,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1967,2006,Gable,VinylSd,VinylSd,TA,CBlock,959.1662219,182.8551097,600.8246154,TA,Y,SBrkr,1040,0,1092,1.00199978,1,0,3,1,TA,5,0,1.998002769,388.4144397,Y,0,0,5,2007,WD ,Normal,115000
262,1482,120,RL,3907,IR1,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2006,2005,Gable,VinylSd,VinylSd,Gd,PConc,562.3614291,1770.507985,1204.985609,Ex,Y,SBrkr,1728,0,1040,0.001999976,2,0,3,1,Gd,6,1,1.998002273,408.4159457,Y,0,0,6,2008,WD ,Normal,145000
